student_name,country,university_ranking_band,university_name,specialization,industry,company_name
Emma X. Baker,Canada,100-300,,Cloud,Tech,Microsoft
Sharon R. Kim,Canada,Top 100,,Data Science,Healthcare,Medtronic
Rebecca H. Martin,India,100-300,,Core CS,Finance,General Corp
Cynthia B. King,Canada,Top 100,,Cloud,Finance,General Corp
Betty U. James,USA,100-300,,Cybersecurity,Manufacturing,Honda
Nancy B. Howard,USA,300+,,Cloud,Other,Standard Bank
Diane G. Reyes,UK,100-300,,Cloud,Consulting,Accenture
Brian V. Gomez,India,300+,,Cloud,Finance,General Corp
Eric T. Alvarez,UK,100-300,,AI/ML,Healthcare,AstraZeneca
Laura K. Wilson,Canada,100-300,,Cybersecurity,Other,Standard Bank
Tyler H. Robinson,Germany,300+,,Data Science,Other,Local Startup
Mateo U. Ward,USA,100-300,,Cloud,Healthcare,Mayo Clinic
Stephen Q. Reyes,Germany,100-300,,Data Science,Manufacturing,Siemens
Linda O. Martin,UK,Top 100,,AI/ML,Manufacturing,BMW
Arjun M. James,UK,100-300,,Cloud,Manufacturing,Caterpillar
Catherine V. Cox,USA,300+,,AI/ML,Manufacturing,Lockheed Martin
Wei E. Thompson,UK,300+,,AI/ML,Manufacturing,BMW
Patrick W. Anderson,Germany,300+,,Core CS,Manufacturing,Boeing
Samuel R. Roberts,UK,Top 100,,Core CS,Manufacturing,Samsung
Mateo X. Jimenez,Germany,Top 100,,Core CS,Manufacturing,Honda
Mary F. Green,Canada,300+,,Cybersecurity,Manufacturing,Caterpillar
Jennifer H. Perez,India,Top 100,,AI/ML,Manufacturing,Ford
Mateo T. Jackson,USA,100-300,,Data Science,Consulting,Capgemini
Ryan M. Davis,UK,300+,,Core CS,Other,Non-Profit Org
Kevin Z. Evans,USA,100-300,,Cybersecurity,Finance,General Corp
Sharon J. Perez,UK,Top 100,,Cloud,Manufacturing,Caterpillar
Edward F. Garcia,Canada,Top 100,,Core CS,Healthcare,Novartis
Cynthia K. Wright,Germany,Top 100,,Cloud,Healthcare,Pfizer
Jessica L. Nguyen,USA,Top 100,,Cloud,Finance,General Corp
Stephen G. Foster,Canada,100-300,,Cloud,Healthcare,Sanofi
Karen Q. Turner,Canada,Top 100,,Core CS,Manufacturing,Honda
Brandon V. Martin,India,Top 100,,AI/ML,Manufacturing,Toyota
Scott B. Williams,Canada,300+,,Cybersecurity,Other,Standard Bank
Amy W. Young,India,300+,,Cybersecurity,Manufacturing,Caterpillar
Nicole Q. Green,Canada,300+,,AI/ML,Finance,General Corp
Julie L. Hall,Germany,300+,,Core CS,Finance,General Corp
Brian Z. Garcia,Canada,300+,,AI/ML,Consulting,KPMG
Frank E. Moore,Germany,100-300,,Cloud,Other,Government Agency
Margaret P. Johnson,UK,100-300,,Cloud,Manufacturing,Ford
Linda C. Foster,Canada,100-300,,Core CS,Other,Standard Bank
Jerry N. Rogers,Canada,300+,,Cybersecurity,Tech,NVIDIA
Jonathan C. White,UK,300+,,AI/ML,Healthcare,Johnson & Johnson
James C. Hughes,India,300+,,AI/ML,Consulting,McKinsey & Company
Greta B. Walker,Germany,100-300,,AI/ML,Manufacturing,Toyota
Anthony W. Sanders,UK,300+,,Cybersecurity,Healthcare,Merck
Stephen G. Taylor,UK,300+,,AI/ML,Tech,Microsoft
Sarah A. Reyes,USA,Top 100,,AI/ML,Tech,Meta
Jacob O. Long,UK,300+,,Core CS,Manufacturing,Lockheed Martin
Brian S. Chavez,India,Top 100,,Cybersecurity,Manufacturing,Caterpillar
Arjun F. Ortiz,India,100-300,,AI/ML,Other,Government Agency
Karen J. Nelson,India,300+,,Data Science,Other,Educational Institution
Mateo N. Williams,Germany,100-300,,Core CS,Manufacturing,Caterpillar
Alice I. Cooper,Germany,300+,,AI/ML,Healthcare,Roche
Betty G. Lee,Canada,100-300,,Core CS,Other,Retail Corp
David A. Evans,UK,Top 100,,Cloud,Healthcare,Sanofi
Joseph T. Adams,India,100-300,,AI/ML,Consulting,Accenture
Michael S. Ramirez,UK,300+,,AI/ML,Other,Global Logistics
Alexander R. Ramos,Canada,300+,,AI/ML,Finance,General Corp
Kathleen T. Morris,Canada,100-300,,Cybersecurity,Other,Local Startup
Pamela J. Phillips,India,300+,,Core CS,Other,Retail Corp
Tyler T. Turner,UK,Top 100,,AI/ML,Tech,Salesforce
Cynthia B. Roberts,Canada,Top 100,,AI/ML,Manufacturing,BMW
Tyler L. Reed,USA,300+,,Core CS,Finance,General Corp
Robert F. Hall,Germany,300+,,Cybersecurity,Tech,Amazon
Margaret E. James,UK,Top 100,,Data Science,Other,Non-Profit Org
Yuki O. Hall,India,100-300,,Cloud,Finance,General Corp
Mateo J. Morris,Canada,300+,,Core CS,Finance,General Corp
Timothy I. Harris,Canada,Top 100,,Core CS,Other,Educational Institution
Donna J. Wood,Canada,300+,,Data Science,Finance,General Corp
Donna E. Taylor,Germany,100-300,,AI/ML,Other,Government Agency
Kathleen P. Brooks,UK,300+,,Data Science,Healthcare,UnitedHealth Group
Edward K. Murphy,Canada,100-300,,AI/ML,Consulting,Capgemini
Gregory Q. Sanchez,Germany,100-300,,AI/ML,Healthcare,Merck
Jacob X. Rogers,USA,Top 100,,AI/ML,Finance,General Corp
Dorothy W. Mitchell,UK,100-300,,Cybersecurity,Healthcare,UnitedHealth Group
Laura S. Williams,India,100-300,,Data Science,Manufacturing,BMW
Dennis T. Davis,UK,100-300,,Cybersecurity,Manufacturing,Lockheed Martin
Daniel U. Davis,Canada,100-300,,Cybersecurity,Manufacturing,Samsung
Hans N. Allen,India,100-300,,Data Science,Manufacturing,Honda
James G. Wood,UK,100-300,,Data Science,Finance,General Corp
James Y. Mendoza,India,Top 100,,AI/ML,Tech,Oracle
Helen B. Price,UK,Top 100,,Core CS,Consulting,Bain & Company
Stephen A. Harris,USA,300+,,Core CS,Tech,Amazon
Tyler X. Perez,USA,300+,,Cloud,Consulting,PwC
Yuki M. Clark,USA,100-300,,AI/ML,Tech,Meta
Benjamin T. Miller,UK,100-300,,Data Science,Other,Retail Corp
Sofia P. Kim,India,100-300,,Core CS,Manufacturing,Caterpillar
Patrick D. Peterson,USA,300+,,Cloud,Other,Government Agency
Sandra I. Sanchez,Germany,300+,,Core CS,Manufacturing,Caterpillar
Kimberly G. Anderson,Germany,100-300,,Cybersecurity,Healthcare,Roche
Hiroshi E. Parker,USA,100-300,,AI/ML,Healthcare,UnitedHealth Group
William Q. Rivera,USA,Top 100,,AI/ML,Finance,General Corp
Michael K. Reed,Canada,Top 100,,Cybersecurity,Consulting,Capgemini
Sofia J. Gutierrez,Germany,100-300,,Cloud,Consulting,Oliver Wyman
Jason C. Roberts,Germany,100-300,,Data Science,Finance,General Corp
Ryan Q. Davis,USA,100-300,,Data Science,Manufacturing,Caterpillar
Mary R. Morales,Canada,Top 100,,Cybersecurity,Healthcare,Pfizer
Anthony R. Rodriguez,India,300+,,Cybersecurity,Finance,General Corp
Benjamin C. Diaz,Canada,Top 100,,AI/ML,Manufacturing,BMW
Jennifer G. Williams,Canada,100-300,,Core CS,Tech,Oracle
Carl J. Parker,Germany,100-300,,Cloud,Finance,General Corp
Cynthia E. Johnson,USA,Top 100,,Cloud,Finance,General Corp
Cynthia I. Rogers,USA,300+,,Core CS,Manufacturing,Boeing
Jack C. Chavez,USA,100-300,,Data Science,Other,Local Startup
Thomas K. Carter,Canada,100-300,,Cloud,Tech,Salesforce
Sharon H. Wright,Canada,100-300,,AI/ML,Healthcare,Pfizer
Sharon I. Lewis,UK,300+,,Cybersecurity,Finance,General Corp
Alice S. Turner,India,100-300,,Core CS,Finance,General Corp
Patricia E. Morris,UK,100-300,,Data Science,Other,Retail Corp
Karen R. Watson,India,300+,,Core CS,Finance,General Corp
Li S. Williams,UK,300+,,Core CS,Healthcare,Roche
Amanda Z. Hall,UK,300+,,Core CS,Healthcare,Mayo Clinic
Amy A. Hall,UK,100-300,,AI/ML,Tech,Intel
Larry F. Jackson,UK,100-300,,Data Science,Tech,IBM
Laura W. Brooks,Canada,300+,,Cybersecurity,Consulting,PwC
Aaron I. Patel,India,300+,,AI/ML,Consulting,McKinsey & Company
William D. Smith,UK,100-300,,Cloud,Healthcare,Novartis
Jerry E. Rogers,UK,100-300,,Core CS,Other,Non-Profit Org
Scott C. Scott,USA,300+,,Cloud,Finance,General Corp
Kathleen C. Cooper,Canada,300+,,Core CS,Healthcare,Medtronic
Anthony R. Lee,Germany,100-300,,Core CS,Consulting,Bain & Company
Diane Q. Sanchez,USA,100-300,,Data Science,Other,Educational Institution
Sarah C. Nelson,Germany,300+,,Cybersecurity,Consulting,Bain & Company
Ryan O. Mendoza,UK,300+,,AI/ML,Manufacturing,BMW
Nicholas X. Miller,India,100-300,,AI/ML,Consulting,Oliver Wyman
Jason G. Perez,Germany,100-300,,Cybersecurity,Tech,NVIDIA
Mateo Y. Moore,Germany,100-300,,Core CS,Manufacturing,Ford
Shirley H. White,Germany,Top 100,,Cloud,Other,Educational Institution
John O. Edwards,India,100-300,,Data Science,Manufacturing,Siemens
Gregory U. Jackson,USA,300+,,AI/ML,Finance,General Corp
Greta A. Morales,Canada,100-300,,AI/ML,Consulting,Oliver Wyman
Ronald R. Chavez,India,300+,,Core CS,Consulting,EY
Robert K. Davis,USA,100-300,,Cloud,Manufacturing,Ford
Sharon G. Martinez,UK,Top 100,,AI/ML,Healthcare,UnitedHealth Group
Hiroshi E. Watson,USA,Top 100,,Cybersecurity,Tech,Google
Carl Y. Anderson,Germany,100-300,,Data Science,Consulting,McKinsey & Company
Jonathan R. Anderson,USA,300+,,Cloud,Healthcare,UnitedHealth Group
Brenda H. Gutierrez,USA,100-300,,Data Science,Consulting,Oliver Wyman
Alexander U. Jones,UK,100-300,,Data Science,Healthcare,Medtronic
Laura W. Nguyen,UK,Top 100,,Data Science,Tech,Apple
Alice E. Clark,USA,300+,,Cybersecurity,Tech,Intel
Scott T. Morgan,India,300+,,Cybersecurity,Tech,Google
Wei Q. Harris,UK,300+,,Cybersecurity,Tech,Oracle
Brian S. Carter,Germany,100-300,,Data Science,Finance,General Corp
Catherine G. Richardson,India,Top 100,,Cybersecurity,Manufacturing,Ford
Jeffrey M. Robinson,USA,100-300,,Core CS,Consulting,KPMG
Hans Z. Mendoza,Germany,300+,,Data Science,Consulting,McKinsey & Company
Ryan K. Ortiz,Germany,Top 100,,Core CS,Other,Educational Institution
David B. Parker,India,300+,,AI/ML,Other,Non-Profit Org
James A. Howard,USA,100-300,,Cloud,Healthcare,Pfizer
Jacob L. Diaz,Germany,300+,,AI/ML,Other,Educational Institution
Benjamin C. Davis,UK,100-300,,Data Science,Finance,General Corp
Kimberly N. Lee,UK,300+,,Core CS,Other,Government Agency
Dorothy N. Hughes,India,100-300,,Core CS,Consulting,PwC
Lisa P. White,UK,100-300,,Cloud,Other,Global Logistics
David Q. Flores,Canada,Top 100,,Data Science,Tech,IBM
David L. Ross,USA,100-300,,Data Science,Consulting,KPMG
Nicole S. Stewart,Germany,300+,,Cybersecurity,Healthcare,Pfizer
Joseph O. Martin,Germany,Top 100,,Data Science,Consulting,Deloitte
Larry X. Lewis,India,100-300,,AI/ML,Healthcare,Novartis
Karen G. Anderson,India,300+,,Core CS,Tech,Tesla
Joseph I. Mendoza,Germany,300+,,Core CS,Healthcare,Novartis
Joseph L. Martin,UK,100-300,,Cybersecurity,Consulting,Bain & Company
Ryan L. Cooper,India,100-300,,Data Science,Consulting,Accenture
Alice F. Myers,Canada,300+,,Cloud,Healthcare,Johnson & Johnson
Kimberly H. Morales,India,300+,,Cybersecurity,Finance,General Corp
Karen M. Brooks,UK,300+,,AI/ML,Healthcare,Johnson & Johnson
Joseph R. Scott,USA,300+,,AI/ML,Consulting,McKinsey & Company
Jeffrey C. Adams,Canada,100-300,,Cybersecurity,Tech,Tesla
Melissa T. Wood,India,100-300,,Cybersecurity,Healthcare,Mayo Clinic
Edward O. Wright,USA,100-300,,Core CS,Tech,Adobe
Rebecca A. Sanchez,USA,100-300,,Cybersecurity,Consulting,Accenture
Sofia R. Gray,Germany,Top 100,,Core CS,Consulting,Oliver Wyman
Greta I. Baker,UK,Top 100,,AI/ML,Manufacturing,Siemens
Ashley W. Lewis,Germany,100-300,,AI/ML,Consulting,EY
Diane O. Davis,UK,100-300,,AI/ML,Healthcare,UnitedHealth Group
Linda O. Martinez,USA,300+,,Core CS,Healthcare,Roche
John W. Reyes,India,Top 100,,Cybersecurity,Manufacturing,Lockheed Martin
Jacob H. Sanders,UK,300+,,Data Science,Healthcare,AstraZeneca
Brenda K. Ramos,UK,300+,,Data Science,Finance,General Corp
Emma K. Nguyen,USA,100-300,,Cloud,Other,Standard Bank
Jason U. Robinson,Canada,100-300,,Cloud,Consulting,PwC
William I. Collins,USA,100-300,,Core CS,Consulting,PwC
Jacob H. Ruiz,USA,100-300,,Cybersecurity,Manufacturing,Siemens
Susan H. Kelly,UK,Top 100,,AI/ML,Consulting,McKinsey & Company
Mateo M. Walker,USA,300+,,Data Science,Finance,General Corp
Anthony Q. Reed,Germany,100-300,,Cloud,Consulting,Accenture
Elizabeth T. Ramirez,USA,Top 100,,Cybersecurity,Healthcare,Medtronic
Pamela I. Morris,India,100-300,,Data Science,Other,Non-Profit Org
Gary E. Torres,USA,100-300,,Cybersecurity,Consulting,Accenture
Dorothy K. Thompson,USA,300+,,AI/ML,Finance,General Corp
Elizabeth M. Brooks,India,300+,,Core CS,Other,Non-Profit Org
Christopher L. Reed,Canada,300+,,Data Science,Healthcare,Mayo Clinic
Mary V. Reed,Canada,300+,,Data Science,Healthcare,Pfizer
Thomas Q. Roberts,Canada,100-300,,Cybersecurity,Other,Retail Corp
Mary V. Harris,Germany,100-300,,Cybersecurity,Finance,General Corp
Cynthia T. Nguyen,India,100-300,,Cybersecurity,Manufacturing,Caterpillar
Brian N. White,Germany,300+,,AI/ML,Manufacturing,General Electric
Barbara V. Taylor,Germany,Top 100,,Data Science,Consulting,Accenture
Stephanie V. Reyes,Germany,100-300,,Core CS,Tech,Google
Robert T. Adams,India,300+,,Core CS,Healthcare,Roche
Timothy G. Carter,UK,300+,,Core CS,Finance,General Corp
Laura M. Adams,UK,300+,,Cybersecurity,Finance,General Corp
Alice F. Green,Canada,Top 100,,AI/ML,Healthcare,Johnson & Johnson
Raymond I. Castillo,Germany,100-300,,Cybersecurity,Finance,General Corp
Anthony G. Myers,Canada,100-300,,Core CS,Manufacturing,Siemens
Christopher R. Ramos,Germany,300+,,AI/ML,Manufacturing,Samsung
Michael Y. Jimenez,Canada,300+,,Cybersecurity,Other,Retail Corp
Dorothy G. Phillips,USA,Top 100,,Cloud,Healthcare,Johnson & Johnson
Daniel L. Jackson,India,100-300,,Cloud,Manufacturing,Toyota
Barbara V. Alvarez,Germany,300+,,AI/ML,Healthcare,AstraZeneca
Deborah X. Peterson,Germany,300+,,Core CS,Other,Government Agency
Tyler X. Green,Germany,100-300,,Core CS,Consulting,Accenture
Thomas N. Evans,India,300+,,Core CS,Tech,Google
Laura G. Morris,USA,100-300,,Core CS,Finance,General Corp
Alexander Y. Richardson,UK,Top 100,,Core CS,Finance,General Corp
Laura Y. Sanders,India,300+,,Data Science,Other,Non-Profit Org
Michael O. Cooper,USA,300+,,Core CS,Finance,General Corp
Dennis E. Price,Canada,Top 100,,Cybersecurity,Other,Local Startup
Sharon R. Parker,Germany,Top 100,,AI/ML,Finance,General Corp
Julie L. Flores,Germany,300+,,Data Science,Tech,Oracle
Amanda C. Reyes,UK,300+,,Core CS,Finance,General Corp
Joseph M. Thomas,Canada,300+,,Cybersecurity,Healthcare,Novartis
Karen X. Parker,USA,100-300,,Core CS,Finance,General Corp
Gregory B. Rogers,Canada,100-300,,Cloud,Tech,Google
Nancy H. Walker,Canada,300+,,AI/ML,Tech,Intel
Mateo C. Rogers,UK,300+,,Cloud,Manufacturing,Samsung
Angela Z. Hill,USA,100-300,,Core CS,Finance,General Corp
Emma H. King,UK,300+,,Cloud,Healthcare,AstraZeneca
Brandon R. Anderson,USA,300+,,Cybersecurity,Manufacturing,Caterpillar
Sandra K. Turner,India,300+,,Data Science,Tech,Adobe
Donna E. Miller,India,100-300,,Cybersecurity,Consulting,Deloitte
Elizabeth T. Carter,Germany,100-300,,Cybersecurity,Consulting,PwC
Michelle M. Perez,UK,Top 100,,AI/ML,Tech,Tesla
Kathleen D. Thomas,India,100-300,,AI/ML,Tech,Amazon
Stephanie E. Walker,Canada,300+,,Cloud,Finance,General Corp
Gary W. Hill,Canada,300+,,Core CS,Finance,General Corp
Carl S. Cooper,India,Top 100,,Cloud,Finance,General Corp
Carl Q. Allen,UK,300+,,Data Science,Tech,Oracle
Timothy A. Wright,Germany,100-300,,Core CS,Healthcare,UnitedHealth Group
Jason S. Wilson,Canada,Top 100,,Cybersecurity,Tech,Google
Samuel N. Bennett,Germany,Top 100,,Cybersecurity,Finance,General Corp
William J. Phillips,Canada,300+,,Data Science,Tech,Adobe
Rebecca I. Howard,USA,100-300,,Core CS,Healthcare,Sanofi
Melissa K. Morgan,India,100-300,,Data Science,Other,Global Logistics
Nancy V. Allen,UK,100-300,,Cloud,Other,Retail Corp
Carl G. Nguyen,Canada,300+,,Data Science,Tech,Amazon
Emma Q. Mendoza,India,300+,,AI/ML,Finance,General Corp
Patricia Q. Brown,Germany,100-300,,Data Science,Other,Standard Bank
Jerry B. Ross,UK,Top 100,,Core CS,Tech,Oracle
Larry A. Gutierrez,UK,300+,,Cloud,Healthcare,Johnson & Johnson
Donna M. Davis,India,300+,,AI/ML,Consulting,KPMG
John N. Wright,India,300+,,Cloud,Other,Global Logistics
Sarah K. Mitchell,India,300+,,Cybersecurity,Healthcare,Novartis
Frank L. Robinson,USA,100-300,,AI/ML,Consulting,PwC
Angela V. Reyes,USA,300+,,Data Science,Manufacturing,Lockheed Martin
Timothy Z. Gray,UK,300+,,Cloud,Healthcare,AstraZeneca
Michael C. Diaz,India,300+,,Data Science,Healthcare,AstraZeneca
Barbara W. Ortiz,USA,100-300,,Data Science,Tech,Microsoft
Mark B. Baker,UK,300+,,Cloud,Other,Retail Corp
Alice S. Brown,Canada,300+,,Data Science,Tech,Meta
Samuel A. Torres,India,300+,,AI/ML,Finance,General Corp
Yuki A. Anderson,USA,100-300,,Cloud,Tech,Adobe
Julie U. Howard,UK,Top 100,,Core CS,Healthcare,Johnson & Johnson
Michael A. Hill,India,100-300,,Data Science,Other,Standard Bank
Diane L. Kim,UK,300+,,Cybersecurity,Tech,Apple
Melissa O. Young,Canada,Top 100,,Cloud,Manufacturing,Lockheed Martin
Nicholas S. Hall,UK,100-300,,Cybersecurity,Tech,Adobe
Charles P. Thomas,UK,100-300,,Core CS,Consulting,BCG
Shirley H. Wright,Canada,300+,,Core CS,Tech,Salesforce
Thomas I. Carter,Germany,Top 100,,Cybersecurity,Other,Non-Profit Org
Diane I. Patel,India,300+,,Cloud,Other,Non-Profit Org
Benjamin H. Thompson,Canada,300+,,Cybersecurity,Healthcare,Medtronic
Brian G. Collins,Canada,300+,,AI/ML,Other,Global Logistics
Angela X. Rodriguez,India,300+,,Data Science,Manufacturing,Honda
Joseph Q. Ruiz,UK,300+,,Core CS,Tech,Google
Thomas L. Robinson,USA,100-300,,Core CS,Other,Educational Institution
Cynthia J. Anderson,India,Top 100,,Core CS,Manufacturing,General Electric
Kevin O. Ramirez,Canada,100-300,,AI/ML,Consulting,BCG
Stephanie X. Clark,UK,100-300,,AI/ML,Healthcare,Mayo Clinic
Christopher H. Taylor,Germany,300+,,AI/ML,Manufacturing,General Electric
Rebecca N. Jackson,UK,100-300,,Cybersecurity,Other,Global Logistics
Brenda O. Hernandez,USA,100-300,,Cybersecurity,Other,Educational Institution
James M. Sanchez,UK,100-300,,Data Science,Manufacturing,Caterpillar
Catherine I. Martin,USA,300+,,Cybersecurity,Tech,Tesla
Frank T. Gray,Germany,Top 100,,Core CS,Other,Government Agency
Samuel V. Hall,Germany,100-300,,AI/ML,Manufacturing,BMW
Matthew B. Allen,UK,100-300,,Core CS,Consulting,BCG
Anthony I. Rivera,India,100-300,,AI/ML,Healthcare,UnitedHealth Group
Mark F. Gonzalez,India,300+,,Cybersecurity,Consulting,PwC
Brian X. Myers,India,Top 100,,Data Science,Tech,Intel
Alexander U. Brown,Germany,100-300,,Cloud,Consulting,Capgemini
Jack Z. Peterson,USA,100-300,,AI/ML,Healthcare,Roche
Jonathan Y. Long,Canada,300+,,AI/ML,Tech,Apple
Rebecca N. Wood,UK,300+,,Core CS,Healthcare,Sanofi
Amanda X. Jackson,USA,Top 100,,Data Science,Manufacturing,Caterpillar
Lisa W. Cruz,Canada,100-300,,Data Science,Manufacturing,BMW
Alexander F. Adams,Germany,300+,,Data Science,Tech,IBM
Amy S. Collins,Canada,100-300,,Cloud,Healthcare,UnitedHealth Group
Thomas H. Baker,Germany,300+,,Core CS,Other,Retail Corp
William W. Long,Germany,Top 100,,Data Science,Tech,Salesforce
Diane M. Robinson,USA,Top 100,,Core CS,Other,Local Startup
Amanda M. Jimenez,India,100-300,,Cybersecurity,Healthcare,Mayo Clinic
Deborah Z. Allen,India,300+,,Data Science,Manufacturing,Caterpillar
Betty B. Nelson,USA,Top 100,,Cloud,Tech,Oracle
Justin S. Jimenez,UK,100-300,,Cloud,Other,Government Agency
Patrick T. Murphy,Germany,300+,,Cybersecurity,Consulting,Deloitte
Christopher S. Watson,UK,300+,,Cybersecurity,Manufacturing,Honda
Sandra B. Reyes,Germany,100-300,,Cloud,Consulting,EY
Richard K. Hall,Germany,Top 100,,AI/ML,Finance,General Corp
Amanda P. Jones,India,100-300,,Cloud,Tech,NVIDIA
Helen C. Foster,India,Top 100,,Core CS,Other,Standard Bank
Margaret C. Cox,Germany,300+,,Cloud,Healthcare,Mayo Clinic
Betty Y. Taylor,India,300+,,Cloud,Manufacturing,Ford
Aaron W. Rodriguez,India,300+,,Cybersecurity,Manufacturing,Toyota
Susan I. Ortiz,Canada,300+,,Cybersecurity,Manufacturing,Samsung
Hans Z. Ortiz,Canada,300+,,AI/ML,Tech,Adobe
Matthew M. King,Germany,Top 100,,Cybersecurity,Consulting,KPMG
Susan Y. Moore,India,100-300,,Cloud,Healthcare,Johnson & Johnson
Brandon Y. Hernandez,Canada,300+,,AI/ML,Healthcare,Pfizer
Charles H. Green,UK,100-300,,Core CS,Healthcare,UnitedHealth Group
Eric C. Sanchez,Germany,300+,,AI/ML,Finance,General Corp
Angela S. Thompson,Germany,300+,,Cybersecurity,Healthcare,Sanofi
Karen Q. Ross,UK,100-300,,AI/ML,Other,Standard Bank
Michael C. Allen,Germany,100-300,,Cloud,Other,Local Startup
Laura O. Nguyen,India,300+,,AI/ML,Tech,Meta
Sofia Q. Peterson,Canada,100-300,,AI/ML,Finance,General Corp
Betty X. Thomas,USA,Top 100,,Data Science,Consulting,Deloitte
Mateo M. Wilson,Canada,100-300,,AI/ML,Manufacturing,Ford
Dennis Z. Rogers,UK,100-300,,AI/ML,Consulting,PwC
Brenda M. Martinez,USA,Top 100,,Core CS,Finance,General Corp
Ananya U. Walker,India,Top 100,,Data Science,Finance,General Corp
Kimberly F. Moore,India,300+,,Core CS,Manufacturing,Lockheed Martin
Jack G. Long,Canada,100-300,,Data Science,Consulting,Accenture
Catherine F. Gutierrez,Germany,Top 100,,AI/ML,Finance,General Corp
Jonathan N. Patel,Germany,300+,,Cloud,Consulting,Accenture
Kevin K. Ross,UK,100-300,,Core CS,Tech,NVIDIA
Anthony N. Miller,Germany,100-300,,Cybersecurity,Consulting,BCG
Ryan J. Jimenez,India,300+,,Cybersecurity,Tech,Apple
Michael F. Kim,USA,100-300,,Data Science,Other,Global Logistics
Kimberly I. Carter,Canada,Top 100,,Data Science,Finance,General Corp
Cynthia Z. James,Canada,100-300,,Cybersecurity,Consulting,McKinsey & Company
